DB_ID	DisplayName	Old_Start	Old_End	New_Start	New_End
71943	hnRNP H' [nucleoplasm]	1	-1	1	449
142072	Nucleoside diphosphatase [cytosol]	1	-1	1	428
377731	NudC [cytosol]	1	-1	1	331
211484	FOXA3 [nucleoplasm]	1	-1	1	350
73525	DPYD [cytosol]	1	-1	4	1025
191705	beta tubulin 2B [cytosol]	1	-1	1	445
71890	hPrp4 [nucleoplasm]	1	-1	1	522
157752	Nup188 [nuclear envelope]	1	-1	2	1749
2457870	14-3-3 protein epsilon [cytoplasmic vesicle membrane]	1	-1	1	255
391819	pFyn-Y531 [cytosol]	1	-1	2	537
2186701	3,4-hydroxyprolyl-collagen alpha-1(XXIV) chain [endoplasmic reticulum lumen]	1	-1	36	1714
2512897	MPC1 [mitochondrial inner membrane]	1	-1	2	109
428201	DEGS1 [endoplasmic reticulum membrane]	1	-1	2	323
266221	HMGB1 [nucleoplasm]	1	-1	2	215
68897	G2/mitotic-specific cyclin B2 [cytosol]	1	-1	1	398
2470798	3,4-hydroxyprolyl-collagen alpha-1(XIV) chain C-term fragment [extracellular region]	-1	-1	29	1796
1267984	ADP/ATP translocase 1 monomer [mitochondrial intermembrane space]	1	-1	2	298
200979	NAP1 [cytosol]	1	-1	1	1128
983364	class I MHC B55 [Golgi membrane]	null	null	25	362
376231	SKA2 [cytosol]	1	-1	1	121
205285	CHEK1 [cytosol]	1	-1	1	476
936827	ATP1A2 [plasma membrane]	null	null	6	1020
372512	Rab3A [clathrin sculpted monoamine transport vesicle membrane]	1	-1	1	220
2173044	5-hydroxylysyl-collagen alpha-1(XVII) chain [endoplasmic reticulum lumen]	1	-1	1	1497
65505	TRAIL receptor-2 [plasma membrane]	1	-1	56	440
2173243	3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XVIII) chain [endoplasmic reticulum lumen]	1	-1	24	1754
2192994	Collagen alpha-2(IX) chain [extracellular region]	1	-1	24	689
2470354	3,4-Hyp 5-Hyl collagen alpha-2(VIII) chain C-term fragment [extracellular region]	1	-1	29	703
182949	Sprouty 2 [cytosol]	1	-1	1	315
977555	HIST1H2AB [extracellular region]	1	-1	2	130
389263	BAF170 [nucleoplasm]	1	-1	1	1214
162747	PIG-C [endoplasmic reticulum membrane]	1	-1	1	297
2470719	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XII) chain N-term fragment [extracellular region]	1	-1	24	3063
351212	SRM [cytosol]	1	-1	1	302
977582	Histone H2B, testis [extracellular region]	1	-1	2	127
72081	mRNA capping enzyme [nucleoplasm]	1	-1	1	597
434612	Claudin-22 [cell junction]	null	null	1	220
1236871	class I MHC B82 [phagocytic vesicle membrane]	null	null	25	362
2173173	4-Hyp 5-Gal-Hyl-collagen alpha-1(XXVI) chain [endoplasmic reticulum lumen]	1	-1	21	441
2468236	3,4-Hyp 5-Hyl collagen alpha-5(IV) chain C-term fragment [extracellular region]	-1	-1	27	1685
380271	Cep57 [cytosol]	1	-1	1	500
2192863	3,4-Hyp 5-Hyl-collagen alpha-2(XI) chain [extracellular region]	1	-1	28	1736
416643	GRIP2 [cytosol]	1	-1	1	1043
164367	G-protein gamma12 (GBG12) subunit [plasma membrane]	1	-1	2	69
2186712	5-hydroxylysyl-collagen alpha-1(XXIV) chain [endoplasmic reticulum lumen]	1	-1	36	1714
157879	Cdc25C [cytosol]	1	-1	1	473
432778	ArgBP2 [cytosol]	null	null	1	1100
190648	Connexin 40 [endoplasmic reticulum membrane]	1	-1	2	358
983361	class I MHC B82 [ER to Golgi transport vesicle membrane]	null	null	25	362
200963	HSPC300_1 [cytosol]	1	-1	2	75
196144	AP-2 clathrin coat assembly protein [lysosomal membrane]	1	-1	1	435
68459	DNA Replication factor A protein 3 (14kD) [nucleoplasm]	1	-1	1	121
177667	p-S176,S180-IKK1 [cytosol]	null	null	1	745
444785	Ca/Calmodulin dependent protein kinase II delta subunit [nucleoplasm]	1	-1	2	499
2470239	5-hydroxylysyl collagen alpha-3(V) chain C-term fragment [extracellular region]	-1	-1	30	1745
60024	non-metastatic cells 2, protein (NM23B) expressed in [cytosol]	1	-1	2	152
2470606	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) chain C-term fragment [extracellular region]	-1	-1	512	1563
2130707	AP-2 complex subunit sigma [clathrin-coated endocytic vesicle membrane]	1	-1	1	142
379568	KARS [cytosol]	1	-1	2	597
2172997	3,4-hydroxyprolyl-collagen alpha-1(XVIII) chain [endoplasmic reticulum lumen]	1	-1	24	1754
2179217	4-hydroxyprolyl collagen alpha-2(XI) propeptide [endoplasmic reticulum lumen]	1	-1	28	1736
2268829	5-hydroxylysyl-collagen alpha-1(XI) propeptide [extracellular region]	1	-1	512	1563
174052	Cdc26 [cytosol]	1	-1	1	85
165164	p-S93, S1130,T1462-TSC2 [cytosol]	null	null	1	1807
389254	BAF180 [nucleoplasm]	1	-1	1	1689
212393	TAF6L [nucleoplasm]	1	-1	1	622
54639	FADD [cytosol]	1	-1	1	208
2182006	Glu-Gal-Hyl-collagen alpha-1(XI) -N propeptide [endoplasmic reticulum lumen]	1	-1	512	1563
532201	Beta 3 subunit of VGCC [plasma membrane]	1	-1	1	484
2471848	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XVII) transmembrane region [plasma membrane]	1	-1	1	1497
389121	BMI1/PCGF4 [nucleoplasm]	1	-1	1	326
379274	GCP-6 [cytosol]	1	-1	1	1819
2268795	5-hydroxylysyl-collagen alpha-1(XXVII) -N propeptide [extracellular region]	1	-1	625	1621
200464	GAP [cytosol]	1	-1	1	406
392798	alpha tubulin 6 folding intermediate [cytosol]	1	-1	1	449
70179	limit dextrin-glycogenin-1 [cytosol]	1	-1	2	350
375288	Borealin [cytosol]	1	-1	1	280
2470377	5-Gal-Hyl collagen alpha-2(IX) chain N-term fragment [extracellular region]	1	-1	24	689
109837	p-S218,222-MEK1 [cytosol]	1	-1	2	393
2268774	Glu-Gal-Hyl-collagen alpha-1(XXVII) propeptide [extracellular region]	1	-1	625	1621
199936	p-T222,S272-MAPKAPK2 [nucleoplasm]	null	null	1	400
71923	hnRNP I [nucleoplasm]	1	-1	1	531
2127434	3,4-Hyp Glu-Gal-Hyl collagen alpha-3(V) chain [extracellular region]	-1	-1	30	1745
163267	POLRMT [mitochondrial matrix]	1	-1	42	1230
2173148	4-Hyp 5-Hyl-collagen alpha-1(XXIII) chain [endoplasmic reticulum lumen]	1	-1	1	540
2268851	4-Hyp 5-Gal-Hyl collagen alpha-2(XI) propeptide [extracellular region]	1	-1	28	1736
428146	SPTLC2 [endoplasmic reticulum membrane]	1	-1	1	562
379363	VAMP2 [clathrin sculpted monoamine transport vesicle membrane]	null	null	2	116
176616	SULT1C2 monomer [cytosol]	1	-1	1	302
174346	26S proteasome non-ATPase regulatory subunit 5 [nucleoplasm]	1	-1	2	504
174349	Proteasome subunit beta type 10 [nucleoplasm]	1	-1	40	273
416331	AKAP79 [cytosol]	1	-1	1	427
164287	Ubiquinol-cytochrome c reductase complex 14 kDa protein [mitochondrial inner membrane]	1	-1	2	111
977565	Histone H2B.r [extracellular region]	1	-1	2	126
391267	Sphingosine kinase 1 [cytosol]	1	-1	1	384
164349	pChREBP (Thr 666) [nucleoplasm]	1	-1	1	852
2471877	3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XIII) chain ectodomain [extracellular region]	-1	-1	1	717
2173300	3,4-Hyp 5-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	1	-1	24	689
2173181	4-Hyp 5-Gal-Hyl-collagen alpha-1(XV) [endoplasmic reticulum lumen]	1	-1	28	1388
174217	Apc1/Tsg24 [nucleoplasm]	1	-1	1	1944
2192750	4-Hyp 5-Hyl-collagen alpha-1(VIII) chain [extracellular region]	1	-1	28	744
205858	CAS [nucleoplasm]	1	-1	1	971
432973	Claudin-12 [plasma membrane]	null	null	1	244
420754	phosph-FANCD2 [nucleoplasm]	1	-1	1	1471
68336	Cdk6 [cytosol]	1	-1	1	326
194909	RhoG [cytosol]	1	-1	1	188
419006	Nectin-2 [plasma membrane]	1	-1	32	538
2470815	3,4-hydroxyprolyl-collagen alpha-1(XVI) chain N-term fragment [extracellular region]	1	-1	22	1604
451339	pPAK1 (S144) [cytosol]	1	-1	1	545
2470726	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XII) chain C-term fragment [extracellular region]	-1	-1	24	3063
176559	SULT2A1 [cytosol]	1	-1	2	285
380282	Cep215 [cytosol]	1	-1	1	1893
63021	RGS9 [photoreceptor disc membrane]	1	-1	1	674
2192912	3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XXI) chain [extracellular region]	1	-1	23	957
2192716	3,4-hydroxyprolyl-collagen alpha-1(XIII) chain [extracellular region]	1	-1	1	717
2127401	3,4-Hyp 5-Hyl collagen alpha-3(IV) chain [extracellular region]	-1	-1	29	1670
2470399	5-Gal-Hyl collagen alpha-2(IX) chain C-term fragment [extracellular region]	1	-1	24	689
2173023	5-hydroxylysyl-collagen alpha-1(VIII) chain [endoplasmic reticulum lumen]	1	-1	28	744
167910	ATF-2 [cytosol]	null	null	1	505
164096	AMPK beta2 [nucleoplasm]	1	-1	1	272
174094	Cdc14 [cytosol]	1	-1	1	594
176060	Glutathione S-transferase alpha 5 [cytosol]	1	-1	1	222
69967	pyruvate dehydrogenase E1 beta apoprotein [mitochondrial matrix]	1	-1	31	359
548687	ACSL6 [endoplasmic reticulum membrane]	1	-1	1	697
114406	C-IAP2 (proteolytically cleaved) [cytosol]	1	-1	1	604
2173105	Glu-Gal-Hyl-collagen alpha-1(XXIII) chain [endoplasmic reticulum lumen]	1	-1	1	540
2127511	3,4-Hyp Glu-Gal-Hyl collagen alpha-6(VI) chain [extracellular region]	-1	-1	20	2263
2127403	3,4-Hyp 5-Gal-Hyl collagen alpha-6(IV) chain [extracellular region]	-1	-1	23	1691
68539	Orc6 [nucleoplasm]	1	-1	1	252
71267	glycine amidinotransferase [mitochondrial intermembrane space]	1	-1	38	423
201572	FEM1b [cytosol]	1	-1	1	627
174308	Proteasome inhibitor PI31 subunit [nucleoplasm]	1	-1	2	271
194925	KIAA0337 protein [cytosol]	1	-1	1	2063
2470295	3,4-Hyp Glu-Gal-Hyl collagen alpha-1(VII) chain N-term fragment [extracellular region]	-1	-1	17	2944
2453671	RBP4 [cytosol]	1	-1	19	201
156658	magoh [nucleoplasm]	1	-1	1	146
2192728	5-Gal-Hyl collagen alpha-2(VIII) chain [extracellular region]	1	-1	29	703
203636	NOSIP [cytosol]	null	null	1	301
450094	glucokinase [cytosol]	1	-1	1	465
68405	Orc2 [nucleoplasm]	1	-1	1	577
49745	ADP/ATP translocase 3 monomer [mitochondrial inner membrane]	1	-1	2	298
211420	Ros [plasma membrane]	1	-1	28	2347
2470439	4-Hyp Glu-Gal-Hyl-collagen alpha-1(IX) chain N-term fragment [extracellular region]	1	-1	24	921
390238	ACAA1 [peroxisomal matrix]	1	-1	27	424
446687	p-IRAK1 [cytosol]	null	null	1	712
174311	26S proteasome non-ATPase regulatory subunit 2 [nucleoplasm]	1	-1	1	908
2268778	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XXVII) propeptide [extracellular region]	1	-1	625	1621
420762	phospho-BRCA2 [nucleoplasm]	1	-1	1	3418
372517	VAMP2 [clathrin sculpted glutamate transport vesicle membrane]	null	null	2	116
211419	DDR2 [plasma membrane]	1	-1	22	855
190658	Connexin 32 [plasma membrane]	1	-1	1	283
53789	DNA ligase III  [nucleoplasm]	1	-1	1	1009
983380	class I MHC B56 [Golgi membrane]	null	null	25	362
176058	Microsomal glutathione S-transferase 2 [endoplasmic reticulum membrane]	1	-1	1	147
2470423	4-Hyp 5-Hyl-collagen alpha-2(IX) chain N-term fragment [extracellular region]	1	-1	24	689
139896	Inactive BAK protein [mitochondrial outer membrane]	1	-1	1	211
2470387	5-hydroxylysyl-collagen alpha-2(IX) chain C-term fragment [extracellular region]	1	-1	24	689
2127504	5-Gal-Hyl collagen alpha-5(VI) chain [extracellular region]	-1	-1	19	2615
83915	SLC28A3 [plasma membrane]	1	-1	1	691
180042	DARPP-32-T75P-S137P [cytosol]	1	-1	1	204
195155	Graf variant2 [cytosol]	1	-1	2	482
195081	Rho GDIbeta/GDI2 [cytosol]	1	-1	2	201
2470596	5-hydroxylysyl-collagen alpha-2(XI) chain C-term fragment [extracellular region]	-1	-1	28	1736
977559	Histone H2B.d [extracellular region]	1	-1	2	126
60212	NADH-ubiquinone oxidoreductase MWFE subunit   [mitochondrial inner membrane]	1	-1	1	70
983105	class I MHC B57 [integral to lumenal side of endoplasmic reticulum membrane]	null	null	25	362
67443	XPD protein [nucleoplasm]	1	-1	1	760
71097	trimethyllysine dioxygenase [mitochondrial matrix]	1	-1	16	421
2470727	4-Hyp 5-Hyl-collagen alpha-1(XII) chain N-term fragment [extracellular region]	1	-1	24	3063
194889	RhoD [plasma membrane]	1	-1	1	207
165539	XPO1 [cytosol]	null	null	1	1071
2173002	3,4-hydroxyprolyl-collagen alpha-1(XXVI) chain [endoplasmic reticulum lumen]	1	-1	21	441
201613	FHOD1 [cytosol]	1	-1	2	1164
2173291	3,4-Hyp 5-Gal-Hyl collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	1	-1	24	689
190625	Connexin 31 [endoplasmic reticulum membrane]	1	-1	1	270
159255	SRm160 [cytosol]	1	-1	1	904
194028	CYP21A2 [endoplasmic reticulum membrane]	null	null	1	494
159746	VKORC1 [endoplasmic reticulum membrane]	1	-1	1	163
212349	ATOH1 atonal homolog 1 [nucleoplasm]	1	-1	1	354
200416	AMPK gamma2 (active) [cytosol]	1	-1	1	569
68818	Proteasome inhibitor PI31 subunit [cytosol]	1	-1	2	271
2173000	3,4-hydroxyprolyl-collagen alpha-1(XVI) chain [endoplasmic reticulum lumen]	1	-1	22	1604
430062	Heat Stable Antigen (HSA) [plasma membrane]	1	-1	29	534
391294	Skiv2l [cytosol]	1	-1	1	1246
167757	class I MHC B37 [Golgi membrane]	null	null	25	362
210375	Gamma 2 subunit of VGCC [plasma membrane]	1	-1	1	323
2470301	3,4-Hyp 5-Hyl collagen alpha-1(VII) chain C-term fragment [extracellular region]	-1	-1	17	2944
70831	2-methyl-3-hydroxybutyryl-CoA dehydrogenase [mitochondrial matrix]	1	-1	2	261
71516	Phosphorylase B kinase alpha regulatory chain, skeletal muscle isoform [cytosol]	1	-1	1	1223
389884	ACOX3 [peroxisomal matrix]	1	-1	1	700
201894	Cortactin [cytosol]	1	-1	1	550
2192973	3,4-hydroxyprolyl-collagen alpha-1(XXVI) chain [extracellular region]	1	-1	21	441
2192935	Glu-Gal-Hyl-collagen alpha-1(XXVI) chain [extracellular region]	1	-1	21	441
2470287	4-Hyp 5-Hyl collagen alpha-1(VII) chain N-term fragment [extracellular region]	-1	-1	17	2944
2127462	3,4-Hyp 5-Hyl collagen alpha-6(VI) chain [extracellular region]	-1	-1	20	2263
70186	poly((1,4)-alpha-glucosyl) glycogenin-1 [cytosol]	1	-1	2	350
193386	Very long-chain acyl-CoA synthetase [endoplasmic reticulum membrane]	1	-1	1	620
164346	G-protein gamma 13 (GBG13) subunit [plasma membrane]	1	-1	1	64
2192915	5-Gal-Hyl-collagen alpha-1(XXII) chain [extracellular region]	1	-1	28	1626
420755	phopho-FANCI [nucleoplasm]	1	-1	1	1328
2470191	3,4-hydroxyprolyl collagen alpha-6(VI) chain N-term fragment [extracellular region]	-1	-1	20	2263
216945	DNA repair protein RAD51 homolog 2 [nucleoplasm]	1	-1	1	384
446043	Keratin 8 [cytosol]	1	-1	2	483
72385	40S small ribosomal protein 8 [cytosol]	1	-1	2	208
2682379	4-Hyp 5-sulfiliminyl collagen alpha-5(IV) chain [extracellular region]	-1	-1	27	1685
2471893	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XVII) transmembrane region [plasma membrane]	1	-1	1	1497
445369	Ca/calmodulin dependent proetin kinase II gamma subunit [cytosol]	1	-1	1	558
2682434	4-Hyp 5-sulfiliminyl collagen alpha-4(IV) chain [extracellular region]	-1	-1	39	1690
2173197	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XXVI) chain [endoplasmic reticulum lumen]	1	-1	21	441
947860	p- MNK1 [cytosol]	1	-1	1	465
176481	SULT1A2 monomer [cytosol]	1	-1	1	295
2468210	5-Gal-Hyl collagen alpha-6(IV) chain C-term fragment [extracellular region]	-1	-1	23	1691
2268751	4-Hyp 5-Hyl-collagen alpha-1(XXIV) -N propeptide [extracellular region]	1	-1	36	1714
210019	Filamin-A [cytosol]	1	-1	2	2647
2152357	Collagen alpha-1(XXVII) chain [extracellular region]	1	-1	625	1621
450359	Phospho-MAP kinase-activated protein kinase 3 [nucleoplasm]	null	null	1	382
2470102	4-hydroxyprolyl collagen alpha-5(VI) chain N-term fragment [extracellular region]	-1	-1	19	2615
177502	Adaptor protein AP2A2 [plasma membrane]	1	-1	1	939
2470214	Collagen alpha-3(V) chain C-term fragment [extracellular region]	-1	-1	30	1745
416638	GRIP1 [plasma membrane]	1	-1	1	1128
113826	Chk1 [nucleoplasm]	1	-1	1	476
380305	Cep164 [cytosol]	1	-1	1	1460
191765	Gemin 5 [nucleoplasm]	1	-1	1	1508
517895	Clone of Clone of NFE2L2 [cytosol]	1	-1	1	605
2127297	3,4-hydroxyprolyl collagen alpha-5(IV) chain [extracellular region]	-1	-1	27	1685
379433	SLC7A9 [plasma membrane]	1	-1	1	487
204612	EIF5A2 [cytosol]	1	-1	2	153
2470227	3,4-Hyp Glu-Gal-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region]	-1	-1	30	1745
2192821	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XV) chain [extracellular region]	1	-1	28	1388
1861712	p-6Y-SYK [cytosol]	1	-1	1	635
2152356	Collagen alpha-1(XXIV) chain [extracellular region]	1	-1	36	1714
194880	RhoG [plasma membrane]	1	-1	1	188
2192832	5-Gal-Hyl-collagen alpha-1(XVII) chain [plasma membrane]	1	-1	1	1497
195335	Rac3 [cytosol]	1	-1	1	189
192166	Cytochrome P450 39A1 [endoplasmic reticulum membrane]	null	null	1	469
72049	RBM 5 [nucleoplasm]	1	-1	1	815
983386	class I MHC B37 [ER to Golgi transport vesicle membrane]	null	null	25	362
182958	Endophilin [cytosol]	1	-1	1	352
170075	Cdc2 [cytosol]	null	null	1	297
72337	40S small ribosomal protein 16 [cytosol]	1	-1	2	146
71883	U5-116 kDa protein [nucleoplasm]	1	-1	1	972
2173267	3,4-Hyp Glu-Gal-Hyl-collagen alpha-1(XI) propeptide [endoplasmic reticulum lumen]	1	-1	512	1563
2470539	Collagen alpha-1(X) chain C-term fragment [extracellular region]	-1	-1	19	680
140220	PUMA protein [cytosol]	1	-1	1	193
429695	multiphospho-CERT [cytosol]	1	-1	1	624
159256	RNPS1 [cytosol]	1	-1	1	305
2064410	ZO-2 [nucleoplasm]	1	-1	1	1190
1297332	REJ [plasma membrane]	null	null	20	2253
2065597	3,4-Hyp 5-Hyl collagen alpha-4(IV) chain [endoplasmic reticulum lumen]	-1	-1	39	1690
2473539	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XXV) transmembrane region [plasma membrane]	1	-1	1	654
264441	PRC1 [cytosol]	1	-1	1	620
167416	G protein alpha (z) [plasma membrane]	1	-1	2	355
186631	IAPP [cytosol]	null	null	1	828
2468216	4-hydroxyprolyl collagen alpha-6(IV) chain C-term fragment [extracellular region]	-1	-1	23	1691
212410	MED10 [nucleoplasm]	1	-1	2	135
1498752	DDHD2	1	-1	1	711
2470071	Glu-Gal-Hyl collagen alpha-2(V) chain N-term fragment [extracellular region]	-1	-1	27	1229
198880	class I MHC B39 [plasma membrane]	null	null	25	362
416852	Gamma 4 subunit of VGCC [endocytic vesicle membrane]	1	-1	1	327
71894	Sm-like protein LSm2 [nucleoplasm]	1	-1	1	95
2468318	3,4-Hyp Glu-Gal-Hyl collagen alpha-4(IV) chain C-term fragment [extracellular region]	-1	-1	39	1690
2179346	4-Hyp 5-Hyl collagen alpha-2(VIII) chain [endoplasmic reticulum lumen]	1	-1	29	703
2065679	4-Hyp Glu-Gal-Hyl collagen alpha-4(IV) chain [endoplasmic reticulum lumen]	-1	-1	39	1690
977557	Histone H2B.n [extracellular region]	1	-1	2	126
2470512	4-hydroxyprolyl collagen alpha-1(X) chain N-term fragment [extracellular region]	1	-1	19	680
71962	SAP 114 (Splicing factor 3A subunit 1) [nucleoplasm]	1	-1	1	793
2470358	4-Hyp 5-Hyl collagen alpha-2(VIII) chain N-term fragment [extracellular region]	1	-1	29	703
2473481	Collagen alpha-1(XXIII) ectodomain [extracellular region]	-1	-1	1	540
2173038	5-hydroxylysyl-collagen alpha-1(XXV) chain [endoplasmic reticulum lumen]	1	-1	1	654
2470926	4-hydroxyprolyl collagen alpha-1(XVIII) chain N-term fragment [extracellular region]	1	-1	24	1754
380274	Cep27 [cytosol]	1	-1	1	235
445992	Laminin beta-3 [extracellular region]	1	-1	18	1172
418319	PIF1 [nucleoplasm]	1	-1	1	641
392779	unfolded beta tubulin 2C [cytosol]	1	-1	1	445
2173020	5-hydroxylysyl-collagen alpha-1(XIII) chain [endoplasmic reticulum lumen]	1	-1	1	717
56151	Histone H2A.x [nucleoplasm]	1	-1	2	143
377003	eIF1a [cytosol]	1	-1	1	165
57848	cAMP-dependent protein kinase, gamma-catalytic subunit  [cytosol]	1	-1	2	351
190659	Connexin 40.1 [endoplasmic reticulum membrane]	1	-1	1	370
168117	TAB2-P [cytosol]	null	null	1	693
200775	C20orf95 protein [cytosol]	1	-1	1	622
203864	TRBP [cytosol]	null	null	1	366
114642	Osteonectin [platelet alpha granule lumen]	1	-1	18	303
2127466	3,4-hydroxyprolyl collagen alpha-6(VI) chain [extracellular region]	-1	-1	20	2263
191697	alpha catenin [cytosol]	1	-1	2	906
1236790	class I MHC B37 [phagocytic vesicle membrane]	null	null	25	362
2127384	Collagen alpha-3(V) chain [extracellular region]	-1	-1	30	1745
60012	non-metastatic cells 3, protein expressed in [cytosol]	1	-1	1	169
429725	OSBP [cytosol]	1	-1	1	807
2470184	4-Hyp 5-Gal-Hyl collagen alpha-6(VI) chain C-term fragment [extracellular region]	-1	-1	20	2263
2173231	3,4-Hyp 5-Hyl-collagen alpha-1(XXVI) chain [endoplasmic reticulum lumen]	1	-1	21	441
432692	AP-1 mu 2 [lysosomal membrane]	null	null	2	423
72345	40S small ribosomal protein 1A [cytosol]	1	-1	2	130
56639	Hypoxanthine-guanine phosphoribosyltransferase  [cytosol]	1	-1	2	218
162886	PIG-O [endoplasmic reticulum membrane]	1	-1	1	1089
381010	DNAJB9 [endoplasmic reticulum membrane]	1	-1	1	223
376190	SLC7A10 [plasma membrane]	1	-1	1	523
381067	NF-YB [nucleoplasm]	1	-1	1	207
65894	Transcription factor IIIB 90 kDa subunit [nucleoplasm]	1	-1	1	677
2473493	4-hydroxyprolyl collagen alpha-1(XXIII) transmembrane region [plasma membrane]	1	-1	1	540
429727	multiphospho-CERT [endoplasmic reticulum membrane]	1	-1	1	624
376257	NDE1 [cytosol]	1	-1	1	346
165662	mTOR [cytosol]	null	null	1	2549
432933	PTP-PEST [cytosol]	null	null	1	780
202991	TOCA1 isoform-1 [plasma membrane]	1	-1	1	605
162689	DPM2 [endoplasmic reticulum membrane]	1	-1	2	84
445994	Collagen alpha-1(XVII) chain [plasma membrane]	1	-1	1	1497
517900	Clone of MAP4K1 [cytosol]	1	-1	1	833
2470617	3,4-hydroxyprolyl-collagen alpha-1(XI) chain N-term fragment [extracellular region]	1	-1	512	1563
58224	phosphoribosyl pyrophosphate synthetase 2 [cytosol]	1	-1	2	318
64905	SPT4H1 protein [nucleoplasm]	1	-1	1	117
983362	class I MHC B7 [ER to Golgi transport vesicle membrane]	null	null	25	362
70502	lactate dehydrogenase A [cytosol]	1	-1	2	332
2192983	3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XXV) chain [plasma membrane]	1	-1	1	654
170078	phospho-(Thr 14, Thr 161)Cdc2 [nucleoplasm]	null	null	1	297
2470327	4-Hyp 5-Hyl-collagen alpha-1(VIII) chain N-term fragment [extracellular region]	1	-1	28	744
71905	Sm protein E [nucleoplasm]	1	-1	1	92
2484977	4-Hyp Glu-Gal-Hyl-collagen alpha-1(XV) N-term fragment [extracellular region]	1	-1	28	1388
432708	AP-1 mu 1 [lysosomal membrane]	null	null	2	423
450235	MAP kinase-activated protein kinase 2 [nucleoplasm]	null	null	1	400
1236851	class I MHC B67 [early endosome membrane]	null	null	25	362
2173177	4-Hyp 5-Gal-Hyl-collagen alpha-1(XVIII) chain [endoplasmic reticulum lumen]	1	-1	24	1754
50514	ATP synthase e chain, mitochondrial (EC 3.6.3.14) [mitochondrial inner membrane]	1	-1	2	69
2192826	4-Hyp 5-Hyl-collagen alpha-1(XVI) chain [extracellular region]	1	-1	22	1604
2470686	3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XII) chain C-term fragment [extracellular region]	-1	-1	24	3063
2186686	4-Hyp 5-Hyl-collagen alpha-1(XI) chain [endoplasmic reticulum lumen]	1	-1	512	1563
159359	Nicotinamide N-methyltransferase [cytosol]	1	-1	1	264
2002372	JAK2 [endosome lumen]	1	-1	1	1132
2192944	4-Hyp 5-Hyl-collagen alpha-1(XXVII) chain [extracellular region]	1	-1	625	1621
377729	TOG [cytosol]	null	null	1	2032
1236869	class I MHC B27 [early endosome membrane]	null	null	25	362
200792	BNIP2 [cytosol]	1	-1	1	314
445371	Ca/Calmodulin dependent protein kinase II beta subunit [cytosol]	1	-1	1	666
2468193	Collagen alpha-2(IV) chain C-term fragment [extracellular region]	1	-1	184	1712
379548	PFDN5 [cytosol]	1	-1	2	154
390464	T-complex protein 1 subunit beta (TCP-1-beta) [cytosol]	1	-1	2	535
169104	CPSF [nucleoplasm]	null	null	1	269
114672	Platelet glycoprotein Ib alpha chain precursor [platelet alpha granule membrane]	1	-1	17	626
2470069	4-Hyp 5-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region]	-1	-1	30	1745
376239	KIF18A [cytosol]	1	-1	1	898
2127518	3,4-hydroxyprolyl collagen alpha-5(VI) chain [extracellular region]	-1	-1	19	2615
182621	Cdc25A (phospho-Ser 15,Ser 117) [nucleoplasm]	1	-1	1	524
2470162	3,4-Hyp 5-Gal-Hyl collagen alpha-3(V) chain C-term fragment [extracellular region]	-1	-1	30	1745
2186673	5-Gal-Hyl collagen alpha-2(XI) chain [endoplasmic reticulum lumen]	1	-1	28	1736
72519	eIF2B-beta [cytosol]	1	-1	1	351
450988	IDH2 [mitochondrial matrix]	1	-1	40	452
2173232	3,4-Hyp 5-Hyl-collagen alpha-1(X) chain [endoplasmic reticulum lumen]	1	-1	19	680
2173047	5-hydroxylysyl-collagen alpha-1(XX) chain [endoplasmic reticulum lumen]	1	-1	23	1284
50508	ATP synthase epsilon chain, mitochondrial (EC 3.6.3.14) [mitochondrial matrix]	1	-1	2	51
2173290	Collagen alpha-2(IX) chain [endoplasmic reticulum lumen]	1	-1	24	689
2173082	5-Gal-Hyl-collagen alpha-1(XXIII) chain [endoplasmic reticulum lumen]	1	-1	1	540
376365	Vesicle-associated membrane protein 8 [plasma membrane]	null	null	1	100
2186650	3,4-Hyp 5-Gal-Hyl-collagen alpha-1(XXVII) -N propeptide [endoplasmic reticulum lumen]	1	-1	625	1621
2473543	5-Gal-Hyl-collagen alpha-1(XXV) transmembrane region [plasma membrane]	1	-1	1	654
2470025	5-Gal-Hyl collagen alpha-5(VI) chain N-term fragment [extracellular region]	-1	-1	19	2615
193904	Phospho-IRAK1-1 [cytosol]	null	null	1	712
167703	AP-1 gamma subunit [cytosol]	null	null	2	822
913947	CD151 [plasma membrane]	1	-1	1	253
