Pathway id	Species	Pathway name
6273391	Danio rerio	mRNA decay by 5' to 3' exoribonuclease
6323339	Drosophila melanogaster	mRNA decay by 5' to 3' exoribonuclease
6351032	Arabidopsis thaliana	mRNA decay by 5' to 3' exoribonuclease
6379005	Oryza sativa	mRNA decay by 5' to 3' exoribonuclease
75072	Homo sapiens	mRNA Editing
5695060	Dictyostelium discoideum	mRNA Editing
5751700	Caenorhabditis elegans	mRNA Editing
5811752	Sus scrofa	mRNA Editing
5869621	Bos taurus	mRNA Editing
5931330	Canis familiaris	mRNA Editing
5991214	Mus musculus	mRNA Editing
6051729	Rattus norvegicus	mRNA Editing
6096089	Gallus gallus	mRNA Editing
6139329	Taeniopygia guttata	mRNA Editing
6195449	Xenopus tropicalis	mRNA Editing
6272645	Danio rerio	mRNA Editing
6322797	Drosophila melanogaster	mRNA Editing
6350697	Arabidopsis thaliana	mRNA Editing
6378663	Oryza sativa	mRNA Editing
75064	Homo sapiens	mRNA Editing: A to I Conversion
5751699	Caenorhabditis elegans	mRNA Editing: A to I Conversion
5811751	Sus scrofa	mRNA Editing: A to I Conversion
5869620	Bos taurus	mRNA Editing: A to I Conversion
5931329	Canis familiaris	mRNA Editing: A to I Conversion
5991213	Mus musculus	mRNA Editing: A to I Conversion
6051728	Rattus norvegicus	mRNA Editing: A to I Conversion
6096088	Gallus gallus	mRNA Editing: A to I Conversion
6139328	Taeniopygia guttata	mRNA Editing: A to I Conversion
6195448	Xenopus tropicalis	mRNA Editing: A to I Conversion
6272644	Danio rerio	mRNA Editing: A to I Conversion
6322796	Drosophila melanogaster	mRNA Editing: A to I Conversion
72200	Homo sapiens	mRNA Editing: C to U Conversion
5695059	Dictyostelium discoideum	mRNA Editing: C to U Conversion
5811814	Sus scrofa	mRNA Editing: C to U Conversion
5869688	Bos taurus	mRNA Editing: C to U Conversion
5931396	Canis familiaris	mRNA Editing: C to U Conversion
5991281	Mus musculus	mRNA Editing: C to U Conversion
6051796	Rattus norvegicus	mRNA Editing: C to U Conversion
6096146	Gallus gallus	mRNA Editing: C to U Conversion
6139389	Taeniopygia guttata	mRNA Editing: C to U Conversion
6195516	Xenopus tropicalis	mRNA Editing: C to U Conversion
6272713	Danio rerio	mRNA Editing: C to U Conversion
6350696	Arabidopsis thaliana	mRNA Editing: C to U Conversion
6378662	Oryza sativa	mRNA Editing: C to U Conversion
72172	Homo sapiens	mRNA Splicing
5695017	Dictyostelium discoideum	mRNA Splicing
5699325	Plasmodium falciparum	mRNA Splicing
5709125	Schizosaccharomyces pombe	mRNA Splicing
5719513	Saccharomyces cerevisiae	mRNA Splicing
5751548	Caenorhabditis elegans	mRNA Splicing
5811628	Sus scrofa	mRNA Splicing
5869497	Bos taurus	mRNA Splicing
5931209	Canis familiaris	mRNA Splicing
5991088	Mus musculus	mRNA Splicing
6051606	Rattus norvegicus	mRNA Splicing
6095969	Gallus gallus	mRNA Splicing
6139209	Taeniopygia guttata	mRNA Splicing
6195325	Xenopus tropicalis	mRNA Splicing
6272528	Danio rerio	mRNA Splicing
6322628	Drosophila melanogaster	mRNA Splicing
6350566	Arabidopsis thaliana	mRNA Splicing
6378534	Oryza sativa	mRNA Splicing
72163	Homo sapiens	mRNA Splicing - Major Pathway
5751547	Caenorhabditis elegans	mRNA Splicing - Major Pathway
5811627	Sus scrofa	mRNA Splicing - Major Pathway
5869496	Bos taurus	mRNA Splicing - Major Pathway
5931208	Canis familiaris	mRNA Splicing - Major Pathway
5991087	Mus musculus	mRNA Splicing - Major Pathway
6051605	Rattus norvegicus	mRNA Splicing - Major Pathway
6095968	Gallus gallus	mRNA Splicing - Major Pathway
6139208	Taeniopygia guttata	mRNA Splicing - Major Pathway
6195324	Xenopus tropicalis	mRNA Splicing - Major Pathway
6272527	Danio rerio	mRNA Splicing - Major Pathway
6322627	Drosophila melanogaster	mRNA Splicing - Major Pathway
6350565	Arabidopsis thaliana	mRNA Splicing - Major Pathway
6378533	Oryza sativa	mRNA Splicing - Major Pathway
72165	Homo sapiens	mRNA Splicing - Minor Pathway
5695016	Dictyostelium discoideum	mRNA Splicing - Minor Pathway
5699324	Plasmodium falciparum	mRNA Splicing - Minor Pathway
5709124	Schizosaccharomyces pombe	mRNA Splicing - Minor Pathway
5719512	Saccharomyces cerevisiae	mRNA Splicing - Minor Pathway
5751654	Caenorhabditis elegans	mRNA Splicing - Minor Pathway
5811749	Sus scrofa	mRNA Splicing - Minor Pathway
5869618	Bos taurus	mRNA Splicing - Minor Pathway
5931327	Canis familiaris	mRNA Splicing - Minor Pathway
5991211	Mus musculus	mRNA Splicing - Minor Pathway
6051726	Rattus norvegicus	mRNA Splicing - Minor Pathway
6096086	Gallus gallus	mRNA Splicing - Minor Pathway
6139326	Taeniopygia guttata	mRNA Splicing - Minor Pathway
6195446	Xenopus tropicalis	mRNA Splicing - Minor Pathway
6272642	Danio rerio	mRNA Splicing - Minor Pathway
6322738	Drosophila melanogaster	mRNA Splicing - Minor Pathway
6350655	Arabidopsis thaliana	mRNA Splicing - Minor Pathway
6378624	Oryza sativa	mRNA Splicing - Minor Pathway
1222449	Homo sapiens	Mtb iron assimilation by chelation
165159	Homo sapiens	mTOR signalling
5695236	Dictyostelium discoideum	mTOR signalling
5699390	Plasmodium falciparum	mTOR signalling
5709329	Schizosaccharomyces pombe	mTOR signalling
5719718	Saccharomyces cerevisiae	mTOR signalling
5751860	Caenorhabditis elegans	mTOR signalling
5812049	Sus scrofa	mTOR signalling
5869929	Bos taurus	mTOR signalling
5931633	Canis familiaris	mTOR signalling
5991526	Mus musculus	mTOR signalling
6052038	Rattus norvegicus	mTOR signalling
6096370	Gallus gallus	mTOR signalling
6139608	Taeniopygia guttata	mTOR signalling
6195751	Xenopus tropicalis	mTOR signalling
6272945	Danio rerio	mTOR signalling
6322979	Drosophila melanogaster	mTOR signalling
6350836	Arabidopsis thaliana	mTOR signalling
6378806	Oryza sativa	mTOR signalling
166208	Homo sapiens	mTORC1-mediated signalling
5695239	Dictyostelium discoideum	mTORC1-mediated signalling
5699389	Plasmodium falciparum	mTORC1-mediated signalling
5709332	Schizosaccharomyces pombe	mTORC1-mediated signalling
5719721	Saccharomyces cerevisiae	mTORC1-mediated signalling
5751859	Caenorhabditis elegans	mTORC1-mediated signalling
5812051	Sus scrofa	mTORC1-mediated signalling
5869931	Bos taurus	mTORC1-mediated signalling
5931635	Canis familiaris	mTORC1-mediated signalling
5991528	Mus musculus	mTORC1-mediated signalling
6052040	Rattus norvegicus	mTORC1-mediated signalling
6096369	Gallus gallus	mTORC1-mediated signalling
6139610	Taeniopygia guttata	mTORC1-mediated signalling
6195753	Xenopus tropicalis	mTORC1-mediated signalling
6272947	Danio rerio	mTORC1-mediated signalling
6322982	Drosophila melanogaster	mTORC1-mediated signalling
6350835	Arabidopsis thaliana	mTORC1-mediated signalling
6378805	Oryza sativa	mTORC1-mediated signalling
2206281	Homo sapiens	Mucopolysaccharidoses
427601	Homo sapiens	Multifunctional anion exchangers
5695441	Dictyostelium discoideum	Multifunctional anion exchangers
5699485	Plasmodium falciparum	Multifunctional anion exchangers
5709479	Schizosaccharomyces pombe	Multifunctional anion exchangers
5719879	Saccharomyces cerevisiae	Multifunctional anion exchangers
5752155	Caenorhabditis elegans	Multifunctional anion exchangers
5812489	Sus scrofa	Multifunctional anion exchangers
5870377	Bos taurus	Multifunctional anion exchangers
5932085	Canis familiaris	Multifunctional anion exchangers
5991974	Mus musculus	Multifunctional anion exchangers
6052488	Rattus norvegicus	Multifunctional anion exchangers
6096797	Gallus gallus	Multifunctional anion exchangers
6140030	Taeniopygia guttata	Multifunctional anion exchangers
6196190	Xenopus tropicalis	Multifunctional anion exchangers
6273379	Danio rerio	Multifunctional anion exchangers
6323329	Drosophila melanogaster	Multifunctional anion exchangers
5334727	Mus musculus	Mus musculus biological processes
390648	Homo sapiens	Muscarinic acetylcholine receptors
5752117	Caenorhabditis elegans	Muscarinic acetylcholine receptors
5812424	Sus scrofa	Muscarinic acetylcholine receptors
5870310	Bos taurus	Muscarinic acetylcholine receptors
5932016	Canis familiaris	Muscarinic acetylcholine receptors
5991906	Mus musculus	Muscarinic acetylcholine receptors
6052419	Rattus norvegicus	Muscarinic acetylcholine receptors
6096730	Gallus gallus	Muscarinic acetylcholine receptors
6139962	Taeniopygia guttata	Muscarinic acetylcholine receptors
6196124	Xenopus tropicalis	Muscarinic acetylcholine receptors
6273310	Danio rerio	Muscarinic acetylcholine receptors
6323280	Drosophila melanogaster	Muscarinic acetylcholine receptors
397014	Homo sapiens	Muscle contraction
5694995	Dictyostelium discoideum	Muscle contraction
5699306	Plasmodium falciparum	Muscle contraction
5751627	Caenorhabditis elegans	Muscle contraction
5811714	Sus scrofa	Muscle contraction
5869582	Bos taurus	Muscle contraction
5931293	Canis familiaris	Muscle contraction
5991171	Mus musculus	Muscle contraction
6051690	Rattus norvegicus	Muscle contraction
6096054	Gallus gallus	Muscle contraction
6139294	Taeniopygia guttata	Muscle contraction
6195410	Xenopus tropicalis	Muscle contraction
6272610	Danio rerio	Muscle contraction
6322702	Drosophila melanogaster	Muscle contraction
6350637	Arabidopsis thaliana	Muscle contraction
6378610	Oryza sativa	Muscle contraction
870392	Mycobacterium tuberculosis	Mycobacterium tuberculosis biological processes
879299	Mycobacterium tuberculosis	Mycothiol biosynthesis
879325	Mycobacterium tuberculosis	Mycothiol catabolism
870331	Mycobacterium tuberculosis	Mycothiol metabolism
879235	Mycobacterium tuberculosis	Mycothiol-dependent detoxification
975871	Homo sapiens	MyD88 cascade initiated on plasma membrane
977240	Gallus gallus	MyD88 cascade initiated on plasma membrane
5695122	Dictyostelium discoideum	MyD88 cascade initiated on plasma membrane
5709244	Schizosaccharomyces pombe	MyD88 cascade initiated on plasma membrane
5719631	Saccharomyces cerevisiae	MyD88 cascade initiated on plasma membrane
5751761	Caenorhabditis elegans	MyD88 cascade initiated on plasma membrane
5811870	Sus scrofa	MyD88 cascade initiated on plasma membrane
5869744	Bos taurus	MyD88 cascade initiated on plasma membrane
5931452	Canis familiaris	MyD88 cascade initiated on plasma membrane
5991337	Mus musculus	MyD88 cascade initiated on plasma membrane
6051852	Rattus norvegicus	MyD88 cascade initiated on plasma membrane
6096201	Gallus gallus	MyD88 cascade initiated on plasma membrane
6139443	Taeniopygia guttata	MyD88 cascade initiated on plasma membrane
6195571	Xenopus tropicalis	MyD88 cascade initiated on plasma membrane
6272769	Danio rerio	MyD88 cascade initiated on plasma membrane
6322854	Drosophila melanogaster	MyD88 cascade initiated on plasma membrane
6350759	Arabidopsis thaliana	MyD88 cascade initiated on plasma membrane
6378726	Oryza sativa	MyD88 cascade initiated on plasma membrane
5602498	Homo sapiens	MyD88 deficiency (TLR2/4)
5602680	Homo sapiens	MyD88 deficiency (TLR5)
975155	Homo sapiens	MyD88 dependent cascade initiated on endosome
5695119	Dictyostelium discoideum	MyD88 dependent cascade initiated on endosome
5709241	Schizosaccharomyces pombe	MyD88 dependent cascade initiated on endosome
5719628	Saccharomyces cerevisiae	MyD88 dependent cascade initiated on endosome
5751758	Caenorhabditis elegans	MyD88 dependent cascade initiated on endosome
5811867	Sus scrofa	MyD88 dependent cascade initiated on endosome
5869741	Bos taurus	MyD88 dependent cascade initiated on endosome
5931449	Canis familiaris	MyD88 dependent cascade initiated on endosome
5991334	Mus musculus	MyD88 dependent cascade initiated on endosome
6051849	Rattus norvegicus	MyD88 dependent cascade initiated on endosome
6096198	Gallus gallus	MyD88 dependent cascade initiated on endosome
6139440	Taeniopygia guttata	MyD88 dependent cascade initiated on endosome
6195568	Xenopus tropicalis	MyD88 dependent cascade initiated on endosome
6272766	Danio rerio	MyD88 dependent cascade initiated on endosome
6322851	Drosophila melanogaster	MyD88 dependent cascade initiated on endosome
6350756	Arabidopsis thaliana	MyD88 dependent cascade initiated on endosome
6378723	Oryza sativa	MyD88 dependent cascade initiated on endosome
451477	Gallus gallus	MyD88-dependent cascade initiated on endosome membrane
166166	Homo sapiens	MyD88-independent TLR3/TLR4 cascade 
5695116	Dictyostelium discoideum	MyD88-independent TLR3/TLR4 cascade 
5709238	Schizosaccharomyces pombe	MyD88-independent TLR3/TLR4 cascade 
5719625	Saccharomyces cerevisiae	MyD88-independent TLR3/TLR4 cascade 
5751755	Caenorhabditis elegans	MyD88-independent TLR3/TLR4 cascade 
5811864	Sus scrofa	MyD88-independent TLR3/TLR4 cascade 
5869738	Bos taurus	MyD88-independent TLR3/TLR4 cascade 
5931446	Canis familiaris	MyD88-independent TLR3/TLR4 cascade 
5991331	Mus musculus	MyD88-independent TLR3/TLR4 cascade 
6051846	Rattus norvegicus	MyD88-independent TLR3/TLR4 cascade 
6096195	Gallus gallus	MyD88-independent TLR3/TLR4 cascade 
6139437	Taeniopygia guttata	MyD88-independent TLR3/TLR4 cascade 
6195565	Xenopus tropicalis	MyD88-independent TLR3/TLR4 cascade 
6272763	Danio rerio	MyD88-independent TLR3/TLR4 cascade 
6322848	Drosophila melanogaster	MyD88-independent TLR3/TLR4 cascade 
6350753	Arabidopsis thaliana	MyD88-independent TLR3/TLR4 cascade 
6378720	Oryza sativa	MyD88-independent TLR3/TLR4 cascade 
166058	Homo sapiens	MyD88:Mal cascade initiated on plasma membrane
5695107	Dictyostelium discoideum	MyD88:Mal cascade initiated on plasma membrane
5709229	Schizosaccharomyces pombe	MyD88:Mal cascade initiated on plasma membrane
5719616	Saccharomyces cerevisiae	MyD88:Mal cascade initiated on plasma membrane
5751746	Caenorhabditis elegans	MyD88:Mal cascade initiated on plasma membrane
5811855	Sus scrofa	MyD88:Mal cascade initiated on plasma membrane
5869729	Bos taurus	MyD88:Mal cascade initiated on plasma membrane
5931437	Canis familiaris	MyD88:Mal cascade initiated on plasma membrane
5991322	Mus musculus	MyD88:Mal cascade initiated on plasma membrane
6051837	Rattus norvegicus	MyD88:Mal cascade initiated on plasma membrane
6096186	Gallus gallus	MyD88:Mal cascade initiated on plasma membrane
6139428	Taeniopygia guttata	MyD88:Mal cascade initiated on plasma membrane
6195556	Xenopus tropicalis	MyD88:Mal cascade initiated on plasma membrane
6272754	Danio rerio	MyD88:Mal cascade initiated on plasma membrane
6322839	Drosophila melanogaster	MyD88:Mal cascade initiated on plasma membrane
6350744	Arabidopsis thaliana	MyD88:Mal cascade initiated on plasma membrane
6378711	Oryza sativa	MyD88:Mal cascade initiated on plasma membrane
451514	Gallus gallus	MyD88:TIRAP-dependent cascade initiated on plasma membrane
3785653	Homo sapiens	Myoclonic epilepsy of Lafora
525793	Homo sapiens	Myogenesis
5709513	Schizosaccharomyces pombe	Myogenesis
5719913	Saccharomyces cerevisiae	Myogenesis
5752205	Caenorhabditis elegans	Myogenesis
5812365	Sus scrofa	Myogenesis
5870253	Bos taurus	Myogenesis
5931960	Canis familiaris	Myogenesis
5991849	Mus musculus	Myogenesis
6052362	Rattus norvegicus	Myogenesis
6096673	Gallus gallus	Myogenesis
6139907	Taeniopygia guttata	Myogenesis
6196069	Xenopus tropicalis	Myogenesis
6273253	Danio rerio	Myogenesis
6323246	Drosophila melanogaster	Myogenesis
975577	Homo sapiens	N-Glycan antennae elongation
5752276	Caenorhabditis elegans	N-Glycan antennae elongation
5812626	Sus scrofa	N-Glycan antennae elongation
5870513	Bos taurus	N-Glycan antennae elongation
5932219	Canis familiaris	N-Glycan antennae elongation
5992112	Mus musculus	N-Glycan antennae elongation
6052624	Rattus norvegicus	N-Glycan antennae elongation
6096929	Gallus gallus	N-Glycan antennae elongation
6140162	Taeniopygia guttata	N-Glycan antennae elongation
6196314	Xenopus tropicalis	N-Glycan antennae elongation
6273519	Danio rerio	N-Glycan antennae elongation
6323440	Drosophila melanogaster	N-Glycan antennae elongation
975576	Homo sapiens	N-glycan antennae elongation in the medial/trans-Golgi
5695512	Dictyostelium discoideum	N-glycan antennae elongation in the medial/trans-Golgi
5752275	Caenorhabditis elegans	N-glycan antennae elongation in the medial/trans-Golgi
5812625	Sus scrofa	N-glycan antennae elongation in the medial/trans-Golgi
5870512	Bos taurus	N-glycan antennae elongation in the medial/trans-Golgi
5932218	Canis familiaris	N-glycan antennae elongation in the medial/trans-Golgi
5992111	Mus musculus	N-glycan antennae elongation in the medial/trans-Golgi
6052623	Rattus norvegicus	N-glycan antennae elongation in the medial/trans-Golgi
6096928	Gallus gallus	N-glycan antennae elongation in the medial/trans-Golgi
6140161	Taeniopygia guttata	N-glycan antennae elongation in the medial/trans-Golgi
6196313	Xenopus tropicalis	N-glycan antennae elongation in the medial/trans-Golgi
6273518	Danio rerio	N-glycan antennae elongation in the medial/trans-Golgi
6323439	Drosophila melanogaster	N-glycan antennae elongation in the medial/trans-Golgi
6351107	Arabidopsis thaliana	N-glycan antennae elongation in the medial/trans-Golgi
6379072	Oryza sativa	N-glycan antennae elongation in the medial/trans-Golgi
964739	Homo sapiens	N-glycan trimming and elongation in the cis-Golgi
5695509	Dictyostelium discoideum	N-glycan trimming and elongation in the cis-Golgi
5752269	Caenorhabditis elegans	N-glycan trimming and elongation in the cis-Golgi
5812617	Sus scrofa	N-glycan trimming and elongation in the cis-Golgi
5870504	Bos taurus	N-glycan trimming and elongation in the cis-Golgi
5932210	Canis familiaris	N-glycan trimming and elongation in the cis-Golgi
5992103	Mus musculus	N-glycan trimming and elongation in the cis-Golgi
6052615	Rattus norvegicus	N-glycan trimming and elongation in the cis-Golgi
6096921	Gallus gallus	N-glycan trimming and elongation in the cis-Golgi
6140154	Taeniopygia guttata	N-glycan trimming and elongation in the cis-Golgi
6196305	Xenopus tropicalis	N-glycan trimming and elongation in the cis-Golgi
6273510	Danio rerio	N-glycan trimming and elongation in the cis-Golgi
6323433	Drosophila melanogaster	N-glycan trimming and elongation in the cis-Golgi
6351103	Arabidopsis thaliana	N-glycan trimming and elongation in the cis-Golgi
6379068	Oryza sativa	N-glycan trimming and elongation in the cis-Golgi
532668	Homo sapiens	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
5695483	Dictyostelium discoideum	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
5709521	Schizosaccharomyces pombe	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
5719921	Saccharomyces cerevisiae	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
5752223	Caenorhabditis elegans	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
5812560	Sus scrofa	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
5870444	Bos taurus	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
5932151	Canis familiaris	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
5992041	Mus musculus	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
6052555	Rattus norvegicus	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
6096864	Gallus gallus	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
6140096	Taeniopygia guttata	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
6196253	Xenopus tropicalis	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
6273450	Danio rerio	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
6323392	Drosophila melanogaster	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
6351072	Arabidopsis thaliana	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
6379039	Oryza sativa	N-glycan trimming in the ER and Calnexin/Calreticulin cycle
428808	Homo sapiens	Na+-dependent glucose transporters
5751919	Caenorhabditis elegans	Na+-dependent glucose transporters
5812157	Sus scrofa	Na+-dependent glucose transporters
5870035	Bos taurus	Na+-dependent glucose transporters
5931741	Canis familiaris	Na+-dependent glucose transporters
5991632	Mus musculus	Na+-dependent glucose transporters
6052145	Rattus norvegicus	Na+-dependent glucose transporters
6096461	Gallus gallus	Na+-dependent glucose transporters
6139699	Taeniopygia guttata	Na+-dependent glucose transporters
6195853	Xenopus tropicalis	Na+-dependent glucose transporters
6273046	Danio rerio	Na+-dependent glucose transporters
6323066	Drosophila melanogaster	Na+-dependent glucose transporters
442660	Homo sapiens	Na+/Cl- dependent neurotransmitter transporters
5752060	Caenorhabditis elegans	Na+/Cl- dependent neurotransmitter transporters
5812337	Sus scrofa	Na+/Cl- dependent neurotransmitter transporters
5870224	Bos taurus	Na+/Cl- dependent neurotransmitter transporters
5931931	Canis familiaris	Na+/Cl- dependent neurotransmitter transporters
5991820	Mus musculus	Na+/Cl- dependent neurotransmitter transporters
6052333	Rattus norvegicus	Na+/Cl- dependent neurotransmitter transporters
6096645	Gallus gallus	Na+/Cl- dependent neurotransmitter transporters
6139883	Taeniopygia guttata	Na+/Cl- dependent neurotransmitter transporters
6196038	Xenopus tropicalis	Na+/Cl- dependent neurotransmitter transporters
6273226	Danio rerio	Na+/Cl- dependent neurotransmitter transporters
6323224	Drosophila melanogaster	Na+/Cl- dependent neurotransmitter transporters
205025	Homo sapiens	NADE modulates death signalling
5812208	Sus scrofa	NADE modulates death signalling
5870090	Bos taurus	NADE modulates death signalling
5931797	Canis familiaris	NADE modulates death signalling
5991687	Mus musculus	NADE modulates death signalling
6052200	Rattus norvegicus	NADE modulates death signalling
389542	Homo sapiens	NADPH regeneration
5695407	Dictyostelium discoideum	NADPH regeneration
5699462	Plasmodium falciparum	NADPH regeneration
5709452	Schizosaccharomyces pombe	NADPH regeneration
5719849	Saccharomyces cerevisiae	NADPH regeneration
5752099	Caenorhabditis elegans	NADPH regeneration
5812406	Sus scrofa	NADPH regeneration
5870293	Bos taurus	NADPH regeneration
5931999	Canis familiaris	NADPH regeneration
5991889	Mus musculus	NADPH regeneration
6052402	Rattus norvegicus	NADPH regeneration
6096714	Gallus gallus	NADPH regeneration
6139946	Taeniopygia guttata	NADPH regeneration
6196107	Xenopus tropicalis	NADPH regeneration
6273289	Danio rerio	NADPH regeneration
6323264	Drosophila melanogaster	NADPH regeneration
6350993	Arabidopsis thaliana	NADPH regeneration
6378966	Oryza sativa	NADPH regeneration
375165	Homo sapiens	NCAM signaling for neurite out-growth
5695088	Dictyostelium discoideum	NCAM signaling for neurite out-growth
5709191	Schizosaccharomyces pombe	NCAM signaling for neurite out-growth
5719578	Saccharomyces cerevisiae	NCAM signaling for neurite out-growth
5751722	Caenorhabditis elegans	NCAM signaling for neurite out-growth
5811831	Sus scrofa	NCAM signaling for neurite out-growth
5869705	Bos taurus	NCAM signaling for neurite out-growth
5931413	Canis familiaris	NCAM signaling for neurite out-growth
5991298	Mus musculus	NCAM signaling for neurite out-growth
6051813	Rattus norvegicus	NCAM signaling for neurite out-growth
6096163	Gallus gallus	NCAM signaling for neurite out-growth
6139405	Taeniopygia guttata	NCAM signaling for neurite out-growth
6195533	Xenopus tropicalis	NCAM signaling for neurite out-growth
6272730	Danio rerio	NCAM signaling for neurite out-growth
6322815	Drosophila melanogaster	NCAM signaling for neurite out-growth
6350725	Arabidopsis thaliana	NCAM signaling for neurite out-growth
6378692	Oryza sativa	NCAM signaling for neurite out-growth
419037	Homo sapiens	NCAM1 interactions
5752083	Caenorhabditis elegans	NCAM1 interactions
5812366	Sus scrofa	NCAM1 interactions
5870254	Bos taurus	NCAM1 interactions
5931961	Canis familiaris	NCAM1 interactions
5991850	Mus musculus	NCAM1 interactions
6052363	Rattus norvegicus	NCAM1 interactions
6096674	Gallus gallus	NCAM1 interactions
6139908	Taeniopygia guttata	NCAM1 interactions
6196070	Xenopus tropicalis	NCAM1 interactions
6273254	Danio rerio	NCAM1 interactions
6323247	Drosophila melanogaster	NCAM1 interactions
420597	Homo sapiens	Nectin/Necl  trans heterodimerization
5812477	Sus scrofa	Nectin/Necl  trans heterodimerization
5870365	Bos taurus	Nectin/Necl  trans heterodimerization
5932072	Canis familiaris	Nectin/Necl  trans heterodimerization
5991964	Mus musculus	Nectin/Necl  trans heterodimerization
6052476	Rattus norvegicus	Nectin/Necl  trans heterodimerization
6096785	Gallus gallus	Nectin/Necl  trans heterodimerization
6140018	Taeniopygia guttata	Nectin/Necl  trans heterodimerization
6196179	Xenopus tropicalis	Nectin/Necl  trans heterodimerization
6273368	Danio rerio	Nectin/Necl  trans heterodimerization
164944	Homo sapiens	Nef and signal transduction
167590	Homo sapiens	Nef Mediated CD4 Down-regulation
182218	Homo sapiens	Nef Mediated CD8 Down-regulation
164939	Homo sapiens	Nef mediated downregulation of CD28 cell surface expression
164940	Homo sapiens	Nef mediated downregulation of MHC class I complex cell surface expression
164938	Homo sapiens	Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters
5250941	Homo sapiens	Negative epigenetic regulation of rRNA expression
5812487	Sus scrofa	Negative epigenetic regulation of rRNA expression
5870375	Bos taurus	Negative epigenetic regulation of rRNA expression
5932083	Canis familiaris	Negative epigenetic regulation of rRNA expression
5991205	Mus musculus	Negative epigenetic regulation of rRNA expression
6052486	Rattus norvegicus	Negative epigenetic regulation of rRNA expression
6096796	Gallus gallus	Negative epigenetic regulation of rRNA expression
6140028	Taeniopygia guttata	Negative epigenetic regulation of rRNA expression
6196189	Xenopus tropicalis	Negative epigenetic regulation of rRNA expression
6273377	Danio rerio	Negative epigenetic regulation of rRNA expression
5654726	Homo sapiens	Negative regulation of FGFR1 signaling
5752494	Caenorhabditis elegans	Negative regulation of FGFR1 signaling
5812607	Sus scrofa	Negative regulation of FGFR1 signaling
5870494	Bos taurus	Negative regulation of FGFR1 signaling
5932200	Canis familiaris	Negative regulation of FGFR1 signaling
5992093	Mus musculus	Negative regulation of FGFR1 signaling
6052605	Rattus norvegicus	Negative regulation of FGFR1 signaling
6096912	Gallus gallus	Negative regulation of FGFR1 signaling
6140145	Taeniopygia guttata	Negative regulation of FGFR1 signaling
6196295	Xenopus tropicalis	Negative regulation of FGFR1 signaling
6273500	Danio rerio	Negative regulation of FGFR1 signaling
6323427	Drosophila melanogaster	Negative regulation of FGFR1 signaling
5654727	Homo sapiens	Negative regulation of FGFR2 signaling
5752495	Caenorhabditis elegans	Negative regulation of FGFR2 signaling
5812608	Sus scrofa	Negative regulation of FGFR2 signaling
5870495	Bos taurus	Negative regulation of FGFR2 signaling
5932201	Canis familiaris	Negative regulation of FGFR2 signaling
5992094	Mus musculus	Negative regulation of FGFR2 signaling
6052606	Rattus norvegicus	Negative regulation of FGFR2 signaling
6096913	Gallus gallus	Negative regulation of FGFR2 signaling
6140146	Taeniopygia guttata	Negative regulation of FGFR2 signaling
6196296	Xenopus tropicalis	Negative regulation of FGFR2 signaling
6273501	Danio rerio	Negative regulation of FGFR2 signaling
6323428	Drosophila melanogaster	Negative regulation of FGFR2 signaling
5654732	Homo sapiens	Negative regulation of FGFR3 signaling
5752496	Caenorhabditis elegans	Negative regulation of FGFR3 signaling
5812609	Sus scrofa	Negative regulation of FGFR3 signaling
5870496	Bos taurus	Negative regulation of FGFR3 signaling
5932202	Canis familiaris	Negative regulation of FGFR3 signaling
5992095	Mus musculus	Negative regulation of FGFR3 signaling
6052607	Rattus norvegicus	Negative regulation of FGFR3 signaling
6096914	Gallus gallus	Negative regulation of FGFR3 signaling
6140147	Taeniopygia guttata	Negative regulation of FGFR3 signaling
6196297	Xenopus tropicalis	Negative regulation of FGFR3 signaling
6273502	Danio rerio	Negative regulation of FGFR3 signaling
6323429	Drosophila melanogaster	Negative regulation of FGFR3 signaling
5654733	Homo sapiens	Negative regulation of FGFR4 signaling
5752497	Caenorhabditis elegans	Negative regulation of FGFR4 signaling
5812610	Sus scrofa	Negative regulation of FGFR4 signaling
5870497	Bos taurus	Negative regulation of FGFR4 signaling
5932203	Canis familiaris	Negative regulation of FGFR4 signaling
5992096	Mus musculus	Negative regulation of FGFR4 signaling
6052608	Rattus norvegicus	Negative regulation of FGFR4 signaling
6096915	Gallus gallus	Negative regulation of FGFR4 signaling
6140148	Taeniopygia guttata	Negative regulation of FGFR4 signaling
